ID,Year,Age_Group,State,Medicare_Medicaid_Status,Race,Sex,Medicare_Enrollment_Status,Age_Grouping,Urban_Rural_Description,Total_Eligible_Users,Total_Medicare_Enrollment,Total_Telehealth_Users,Percentage_of_Medicare_Telehealth_Users
13849,2023,All,Nebraska,All,All,All,Aged,All,All,205026.0,208649.91667,24956.0,0.1217
13850,2023,All,Nebraska,All,All,All,Disabled,All,All,15170.0,15614.083333,4052.0,0.2671
13851,2023,All,Nebraska,All,All,All,ESRD,All,All,1490.0,1277.5833333,514.0,0.345
13852,2023,All,Nebraska,All,All,Female,All,All,All,124777.0,124301.5,17400.0,0.1394
13853,2023,All,Nebraska,All,All,Male,All,All,All,96909.0,101240.08333,12122.0,0.1251
13854,2023,All,Nebraska,All,American Indian/Alaska Native,All,All,All,All,741.0,757.08333333,140.0,0.1889
13855,2023,All,Nebraska,All,Asian/Pacific Islander,All,All,All,All,1434.0,1565.1666667,136.0,0.0948
13856,2023,All,Nebraska,All,Black/African American,All,All,All,All,3576.0,3808.75,583.0,0.163
13857,2023,All,Nebraska,All,Hispanic,All,All,All,All,4832.0,5388.9166667,618.0,0.1279
13858,2023,All,Nebraska,All,Non-Hispanic White,All,All,All,All,203707.0,206528.58333,27105.0,0.1331
13859,2023,All,Nebraska,Medicare & Medicaid,All,All,All,All,All,23879.0,22579.083333,6263.0,0.2623
13860,2023,All,Nebraska,Medicare Only,All,All,All,All,All,197807.0,202962.5,23259.0,0.1176
13975,2020,All,Nevada,All,All,All,All,All,All,250370.0,273383.75,110315.0,0.4406
13976,2020,All,Nevada,All,All,All,All,All,Rural,44154.0,48114.583333,16280.0,0.3687
13977,2020,All,Nevada,All,All,All,All,All,Urban,205895.0,224890.75,93922.0,0.4562
13978,2020,0-64,Nevada,All,All,All,All,0-64,All,29401.0,31922.583333,15957.0,0.5427
13979,2020,65-74,Nevada,All,All,All,All,65-74,All,125667.0,140799.25,51943.0,0.4133
13980,2020,75-84,Nevada,All,All,All,All,75-84,All,71778.0,76629.416667,32014.0,0.446
13981,2020,85 and over,Nevada,All,All,All,All,85 and over,All,23524.0,24032.5,10401.0,0.4421
13982,2020,All,Nevada,All,All,All,Aged,All,All,219180.0,239860.83333,93259.0,0.4255
13983,2020,All,Nevada,All,All,All,Disabled,All,All,27437.0,30145.25,14786.0,0.5389
13984,2020,All,Nevada,All,All,All,ESRD,All,All,3753.0,3377.6666667,2270.0,0.6048
13985,2020,All,Nevada,All,All,Female,All,All,All,136603.0,143718.0,62977.0,0.461
13986,2020,All,Nevada,All,All,Male,All,All,All,113767.0,129665.75,47338.0,0.4161
13987,2020,All,Nevada,All,American Indian/Alaska Native,All,All,All,All,2096.0,2287.8333333,904.0,0.4313
13988,2020,All,Nevada,All,Asian/Pacific Islander,All,All,All,All,13289.0,15353.5,6007.0,0.452
13989,2020,All,Nevada,All,Black/African American,All,All,All,All,17308.0,18820.75,8791.0,0.5079
13990,2020,All,Nevada,All,Hispanic,All,All,All,All,22830.0,26665.5,10830.0,0.4744
13991,2020,All,Nevada,All,Non-Hispanic White,All,All,All,All,186746.0,201152.08333,80288.0,0.4299
13992,2020,All,Nevada,Medicare & Medicaid,All,All,All,All,All,44690.0,46663.833333,24312.0,0.544
13993,2020,All,Nevada,Medicare Only,All,All,All,All,All,205680.0,226719.91667,86003.0,0.4181
14070,2021,All,Nevada,All,All,All,All,All,All,244121.0,262577.91667,78988.0,0.3236
14071,2021,All,Nevada,All,All,All,All,All,Rural,43726.0,47154.166667,11112.0,0.2541
14072,2021,All,Nevada,All,All,All,All,All,Urban,200073.0,215043.75,67799.0,0.3389
14073,2021,0-64,Nevada,All,All,All,All,0-64,All,26501.0,28473.666667,12820.0,0.4838
14074,2021,65-74,Nevada,All,All,All,All,65-74,All,121812.0,133932.41667,36005.0,0.2956
14075,2021,75-84,Nevada,All,All,All,All,75-84,All,72821.0,76904.416667,22738.0,0.3122
14076,2021,85 and over,Nevada,All,All,All,All,85 and over,All,22987.0,23267.416667,7425.0,0.323
14077,2021,All,Nevada,All,All,All,Aged,All,All,216050.0,232746.08333,65336.0,0.3024
14078,2021,All,Nevada,All,All,All,Disabled,All,All,24837.0,27015.5,11976.0,0.4822
14079,2021,All,Nevada,All,All,All,ESRD,All,All,3234.0,2816.3333333,1676.0,0.5182
14080,2021,All,Nevada,All,All,Female,All,All,All,133288.0,138222.83333,45856.0,0.344
14081,2021,All,Nevada,All,All,Male,All,All,All,110833.0,124355.08333,33132.0,0.2989
14082,2021,All,Nevada,All,American Indian/Alaska Native,All,All,All,All,1963.0,2101.1666667,682.0,0.3474
14083,2021,All,Nevada,All,Asian/Pacific Islander,All,All,All,All,13324.0,15001.583333,4609.0,0.3459
14084,2021,All,Nevada,All,Black/African American,All,All,All,All,16469.0,17542.333333,6901.0,0.419
14085,2021,All,Nevada,All,Hispanic,All,All,All,All,22260.0,25479.5,8016.0,0.3601
14086,2021,All,Nevada,All,Non-Hispanic White,All,All,All,All,181791.0,193291.58333,56167.0,0.309
14087,2021,All,Nevada,Medicare & Medicaid,All,All,All,All,All,42902.0,43604.083333,19566.0,0.4561
14088,2021,All,Nevada,Medicare Only,All,All,All,All,All,201219.0,218973.83333,59422.0,0.2953
14165,2022,All,Nevada,All,All,All,All,All,All,235539.0,251809.16667,64722.0,0.2748
14166,2022,All,Nevada,All,All,All,All,All,Rural,42918.0,45816.5,9266.0,0.2159
14167,2022,All,Nevada,All,All,All,All,All,Urban,192319.0,205621.75,55395.0,0.288
14168,2022,0-64,Nevada,All,All,All,All,0-64,All,23492.0,25140.583333,10125.0,0.431
14169,2022,65-74,Nevada,All,All,All,All,65-74,All,114707.0,125304.66667,29134.0,0.254
14170,2022,75-84,Nevada,All,All,All,All,75-84,All,74319.0,78227.083333,19454.0,0.2618
14171,2022,85 and over,Nevada,All,All,All,All,85 and over,All,23021.0,23136.833333,6009.0,0.261
14172,2022,All,Nevada,All,All,All,Aged,All,All,210515.0,225339.25,53959.0,0.2563
14173,2022,All,Nevada,All,All,All,Disabled,All,All,21969.0,23829.25,9449.0,0.4301
14174,2022,All,Nevada,All,All,All,ESRD,All,All,3055.0,2640.6666667,1314.0,0.4301
14175,2022,All,Nevada,All,All,Female,All,All,All,128564.0,132627.25,37407.0,0.291
14176,2022,All,Nevada,All,All,Male,All,All,All,106975.0,119181.91667,27315.0,0.2553
14177,2022,All,Nevada,All,American Indian/Alaska Native,All,All,All,All,1808.0,1890.9166667,499.0,0.276
14178,2022,All,Nevada,All,Asian/Pacific Islander,All,All,All,All,13193.0,14701.333333,3819.0,0.2895
14179,2022,All,Nevada,All,Black/African American,All,All,All,All,15227.0,16152.333333,5535.0,0.3635
14180,2022,All,Nevada,All,Hispanic,All,All,All,All,21213.0,24269.75,6335.0,0.2986
14181,2022,All,Nevada,All,Non-Hispanic White,All,All,All,All,175613.0,185534.25,46270.0,0.2635
14182,2022,All,Nevada,Medicare & Medicaid,All,All,All,All,All,39550.0,40110.75,15517.0,0.3923
14183,2022,All,Nevada,Medicare Only,All,All,All,All,All,195989.0,211698.41667,49205.0,0.2511
14260,2023,All,Nevada,All,All,All,All,All,All,227292.0,243477.66667,52596.0,0.2314
14261,2023,All,Nevada,All,All,All,All,All,Rural,44123.0,47403.5,8300.0,0.1881
14262,2023,All,Nevada,All,All,All,All,All,Urban,182862.0,195686.66667,44261.0,0.242
14263,2023,0-64,Nevada,All,All,All,All,0-64,All,20726.0,22196.25,7584.0,0.3659
14264,2023,65-74,Nevada,All,All,All,All,65-74,All,109262.0,119343.25,23422.0,0.2144
14265,2023,75-84,Nevada,All,All,All,All,75-84,All,74451.0,78712.75,16527.0,0.222
14266,2023,85 and over,Nevada,All,All,All,All,85 and over,All,22853.0,23225.416667,5063.0,0.2215
14267,2023,All,Nevada,All,All,All,Aged,All,All,205153.0,220045.91667,44481.0,0.2168
14268,2023,All,Nevada,All,All,All,Disabled,All,All,19309.0,20989.916667,7099.0,0.3677
14269,2023,All,Nevada,All,All,All,ESRD,All,All,2830.0,2441.8333333,1016.0,0.359
14270,2023,All,Nevada,All,All,Female,All,All,All,124135.0,128228.16667,30420.0,0.2451
14271,2023,All,Nevada,All,All,Male,All,All,All,103157.0,115249.5,22176.0,0.215
14272,2023,All,Nevada,All,American Indian/Alaska Native,All,All,All,All,1591.0,1688.5,400.0,0.2514
14273,2023,All,Nevada,All,Asian/Pacific Islander,All,All,All,All,12717.0,14354.25,3059.0,0.2405
14274,2023,All,Nevada,All,Black/African American,All,All,All,All,13990.0,15009.5,4439.0,0.3173
14275,2023,All,Nevada,All,Hispanic,All,All,All,All,20584.0,23727.083333,4957.0,0.2408
14276,2023,All,Nevada,All,Non-Hispanic White,All,All,All,All,169139.0,178768.0,37631.0,0.2225
14277,2023,All,Nevada,Medicare & Medicaid,All,All,All,All,All,39789.0,40478.583333,12755.0,0.3206
14278,2023,All,Nevada,Medicare Only,All,All,All,All,All,187503.0,202999.08333,39841.0,0.2125
14393,2020,All,New Hampshire,All,All,All,All,All,All,195910.0,207632.25,108006.0,0.5513
14394,2020,All,New Hampshire,All,All,All,All,All,Rural,84912.0,90970.583333,43433.0,0.5115
14395,2020,All,New Hampshire,All,All,All,All,All,Urban,110547.0,116172.66667,64333.0,0.582
14396,2020,0-64,New Hampshire,All,All,All,All,0-64,All,27797.0,29905.583333,18499.0,0.6655
14397,2020,65-74,New Hampshire,All,All,All,All,65-74,All,89328.0,96372.75,45028.0,0.5041
14398,2020,75-84,New Hampshire,All,All,All,All,75-84,All,54626.0,57440.416667,31009.0,0.5677
14399,2020,85 and over,New Hampshire,All,All,All,All,85 and over,All,24159.0,23913.5,13470.0,0.5576
14400,2020,All,New Hampshire,All,All,All,Aged,All,All,167477.0,177160.75,89045.0,0.5317
14401,2020,All,New Hampshire,All,All,All,Disabled,All,All,27366.0,29504.25,18212.0,0.6655
14402,2020,All,New Hampshire,All,All,All,ESRD,All,All,1067.0,967.25,749.0,0.702
14403,2020,All,New Hampshire,All,All,Female,All,All,All,109634.0,113327.58333,62064.0,0.5661
14404,2020,All,New Hampshire,All,All,Male,All,All,All,86276.0,94304.666667,45942.0,0.5325
14405,2020,All,New Hampshire,All,American Indian/Alaska Native,All,All,All,All,96.0,105.91666667,67.0,0.6979
14406,2020,All,New Hampshire,All,Asian/Pacific Islander,All,All,All,All,1300.0,1482.4166667,640.0,0.4923
14407,2020,All,New Hampshire,All,Black/African American,All,All,All,All,979.0,1094.5833333,558.0,0.57
14408,2020,All,New Hampshire,All,Hispanic,All,All,All,All,2259.0,2508.5833333,1287.0,0.5697
14409,2020,All,New Hampshire,All,Non-Hispanic White,All,All,All,All,184530.0,195030.25,102027.0,0.5529
14410,2020,All,New Hampshire,Medicare & Medicaid,All,All,All,All,All,28525.0,28175.25,18659.0,0.6541
14411,2020,All,New Hampshire,Medicare Only,All,All,All,All,All,167385.0,179457.0,89347.0,0.5338
14487,2021,All,New Hampshire,All,All,All,All,All,All,193141.0,201992.58333,73010.0,0.378
14488,2021,All,New Hampshire,All,All,All,All,All,Rural,83585.0,87994.083333,29469.0,0.3526
14489,2021,All,New Hampshire,All,All,All,All,All,Urban,109102.0,113524.16667,43341.0,0.3973
14490,2021,0-64,New Hampshire,All,All,All,All,0-64,All,25468.0,26958.666667,14400.0,0.5654
14491,2021,65-74,New Hampshire,All,All,All,All,65-74,All,88631.0,93609.583333,29683.0,0.3349
14492,2021,75-84,New Hampshire,All,All,All,All,75-84,All,55722.0,58324.25,20260.0,0.3636
14493,2021,85 and over,New Hampshire,All,All,All,All,85 and over,All,23320.0,23100.083333,8667.0,0.3717
14494,2021,All,New Hampshire,All,All,All,Aged,All,All,167048.0,174474.0,58245.0,0.3487
14495,2021,All,New Hampshire,All,All,All,Disabled,All,All,25050.0,26581.333333,14185.0,0.5663
14496,2021,All,New Hampshire,All,All,All,ESRD,All,All,1043.0,937.25,580.0,0.5561
14497,2021,All,New Hampshire,All,All,Female,All,All,All,107807.0,110071.66667,43056.0,0.3994
14498,2021,All,New Hampshire,All,All,Male,All,All,All,85334.0,91920.916667,29954.0,0.351
14499,2021,All,New Hampshire,All,American Indian/Alaska Native,All,All,All,All,88.0,100.58333333,46.0,0.5227
14500,2021,All,New Hampshire,All,Asian/Pacific Islander,All,All,All,All,1338.0,1473.3333333,388.0,0.29
14501,2021,All,New Hampshire,All,Black/African American,All,All,All,All,911.0,1004.5833333,356.0,0.3908
14502,2021,All,New Hampshire,All,Hispanic,All,All,All,All,2240.0,2381.75,906.0,0.4045
14503,2021,All,New Hampshire,All,Non-Hispanic White,All,All,All,All,181405.0,189407.83333,68763.0,0.3791
14504,2021,All,New Hampshire,Medicare & Medicaid,All,All,All,All,All,27419.0,26833.333333,14946.0,0.5451
14505,2021,All,New Hampshire,Medicare Only,All,All,All,All,All,165722.0,175159.25,58064.0,0.3504
14582,2022,All,New Hampshire,All,All,All,All,All,All,187956.0,196449.58333,58940.0,0.3136
14583,2022,All,New Hampshire,All,All,All,All,All,Rural,80782.0,85005.416667,24396.0,0.302
14584,2022,All,New Hampshire,All,All,All,All,All,Urban,106741.0,110979.16667,34390.0,0.3222
14585,2022,0-64,New Hampshire,All,All,All,All,0-64,All,22607.0,24014.416667,11421.0,0.5052
14586,2022,65-74,New Hampshire,All,All,All,All,65-74,All,85292.0,89828.083333,24108.0,0.2827
14587,2022,75-84,New Hampshire,All,All,All,All,75-84,All,57327.0,60148.75,16897.0,0.2947
14588,2022,85 and over,New Hampshire,All,All,All,All,85 and over,All,22730.0,22458.333333,6514.0,0.2866
14589,2022,All,New Hampshire,All,All,All,Aged,All,All,164730.0,171876.5,47241.0,0.2868
14590,2022,All,New Hampshire,All,All,All,Disabled,All,All,22201.0,23659.333333,11257.0,0.507
14591,2022,All,New Hampshire,All,All,All,ESRD,All,All,1025.0,913.75,442.0,0.4312
14592,2022,All,New Hampshire,All,All,Female,All,All,All,104670.0,106822.0,35003.0,0.3344
14593,2022,All,New Hampshire,All,All,Male,All,All,All,83286.0,89627.583333,23937.0,0.2874
14594,2022,All,New Hampshire,All,American Indian/Alaska Native,All,All,All,All,80.0,92.0,33.0,0.4125
14595,2022,All,New Hampshire,All,Asian/Pacific Islander,All,All,All,All,1343.0,1482.9166667,324.0,0.2413
14596,2022,All,New Hampshire,All,Black/African American,All,All,All,All,862.0,966.16666667,290.0,0.3364
14597,2022,All,New Hampshire,All,Hispanic,All,All,All,All,2113.0,2276.0,700.0,0.3313
14598,2022,All,New Hampshire,All,Non-Hispanic White,All,All,All,All,176179.0,183779.58333,55313.0,0.314
14599,2022,All,New Hampshire,Medicare & Medicaid,All,All,All,All,All,25858.0,25474.0,12093.0,0.4677
14600,2022,All,New Hampshire,Medicare Only,All,All,All,All,All,162098.0,170975.58333,46847.0,0.289
14677,2023,All,New Hampshire,All,All,All,All,All,All,182549.0,189898.58333,47140.0,0.2582
14678,2023,All,New Hampshire,All,All,All,All,All,Rural,78254.0,81930.916667,19585.0,0.2503
14679,2023,All,New Hampshire,All,All,All,All,All,Urban,103889.0,107535.33333,27406.0,0.2638
14680,2023,0-64,New Hampshire,All,All,All,All,0-64,All,20356.0,21359.083333,8662.0,0.4255
14681,2023,65-74,New Hampshire,All,All,All,All,65-74,All,82946.0,86717.166667,19240.0,0.232
14682,2023,75-84,New Hampshire,All,All,All,All,75-84,All,57163.0,60042.166667,13848.0,0.2423
14683,2023,85 and over,New Hampshire,All,All,All,All,85 and over,All,22084.0,21780.166667,5390.0,0.2441
14684,2023,All,New Hampshire,All,All,All,Aged,All,All,161596.0,168020.75,38276.0,0.2369
14685,2023,All,New Hampshire,All,All,All,Disabled,All,All,19994.0,21035.166667,8505.0,0.4254
14686,2023,All,New Hampshire,All,All,All,ESRD,All,All,959.0,842.66666667,359.0,0.3743
14687,2023,All,New Hampshire,All,All,Female,All,All,All,101358.0,102893.25,27934.0,0.2756
14688,2023,All,New Hampshire,All,All,Male,All,All,All,81191.0,87005.333333,19206.0,0.2366
14689,2023,All,New Hampshire,All,American Indian/Alaska Native,All,All,All,All,68.0,74.25,24.0,0.3529
14690,2023,All,New Hampshire,All,Asian/Pacific Islander,All,All,All,All,1322.0,1472.25,259.0,0.1959
14691,2023,All,New Hampshire,All,Black/African American,All,All,All,All,825.0,919.0,204.0,0.2473
14692,2023,All,New Hampshire,All,Hispanic,All,All,All,All,2057.0,2204.9166667,528.0,0.2567
14693,2023,All,New Hampshire,All,Non-Hispanic White,All,All,All,All,170411.0,176978.33333,44071.0,0.2586
14694,2023,All,New Hampshire,Medicare & Medicaid,All,All,All,All,All,24680.0,23934.583333,9762.0,0.3955
14695,2023,All,New Hampshire,Medicare Only,All,All,All,All,All,157869.0,165964.0,37378.0,0.2368
14805,2020,All,New Jersey,All,All,All,All,All,All,916066.0,938807.25,509810.0,0.5565
14806,2020,All,New Jersey,All,All,All,All,All,Rural,10795.0,11271.083333,5903.0,0.5468
14807,2020,All,New Jersey,All,All,All,All,All,Urban,903812.0,926175.91667,503402.0,0.557
14808,2020,0-64,New Jersey,All,All,All,All,0-64,All,99818.0,104263.66667,63010.0,0.6312
14809,2020,65-74,New Jersey,All,All,All,All,65-74,All,406713.0,424124.08333,216587.0,0.5325
14810,2020,75-84,New Jersey,All,All,All,All,75-84,All,268430.0,274508.25,153766.0,0.5728
14811,2020,85 and over,New Jersey,All,All,All,All,85 and over,All,141105.0,135911.25,76447.0,0.5418
14812,2020,All,New Jersey,All,All,All,Aged,All,All,808917.0,828217.75,442231.0,0.5467
14813,2020,All,New Jersey,All,All,All,Disabled,All,All,94620.0,99614.666667,59970.0,0.6338
14814,2020,All,New Jersey,All,All,All,ESRD,All,All,12529.0,10974.833333,7609.0,0.6073
14815,2020,All,New Jersey,All,All,Female,All,All,All,527152.0,534507.41667,300728.0,0.5705
14816,2020,All,New Jersey,All,All,Male,All,All,All,388914.0,404299.83333,209082.0,0.5376
14817,2020,All,New Jersey,All,American Indian/Alaska Native,All,All,All,All,318.0,321.16666667,195.0,0.6132
14818,2020,All,New Jersey,All,Asian/Pacific Islander,All,All,All,All,42181.0,45875.0,23037.0,0.5461
14819,2020,All,New Jersey,All,Black/African American,All,All,All,All,77396.0,80677.083333,42261.0,0.546
14820,2020,All,New Jersey,All,Hispanic,All,All,All,All,67640.0,71640.916667,36186.0,0.535
14821,2020,All,New Jersey,All,Non-Hispanic White,All,All,All,All,698173.0,708013.58333,391598.0,0.5609
14822,2020,All,New Jersey,Medicare & Medicaid,All,All,All,All,All,146584.0,139525.33333,85705.0,0.5847
14823,2020,All,New Jersey,Medicare Only,All,All,All,All,All,769482.0,799281.91667,424105.0,0.5512
14900,2021,All,New Jersey,All,All,All,All,All,All,890980.0,904517.83333,352740.0,0.3959
14901,2021,All,New Jersey,All,All,All,All,All,Rural,10211.0,10536.916667,4041.0,0.3957
14902,2021,All,New Jersey,All,All,All,All,All,Urban,879522.0,892693.33333,348421.0,0.3961
14903,2021,0-64,New Jersey,All,All,All,All,0-64,All,90143.0,92838.083333,48477.0,0.5378
14904,2021,65-74,New Jersey,All,All,All,All,65-74,All,400386.0,410580.5,149686.0,0.3739
14905,2021,75-84,New Jersey,All,All,All,All,75-84,All,268408.0,272676.66667,105161.0,0.3918
14906,2021,85 and over,New Jersey,All,All,All,All,85 and over,All,132043.0,128422.58333,49416.0,0.3742
14907,2021,All,New Jersey,All,All,All,Aged,All,All,794238.0,806004.75,301132.0,0.3791
14908,2021,All,New Jersey,All,All,All,Disabled,All,All,85656.0,88900.916667,46452.0,0.5423
14909,2021,All,New Jersey,All,All,All,ESRD,All,All,11086.0,9612.1666667,5156.0,0.4651
14910,2021,All,New Jersey,All,All,Female,All,All,All,512728.0,515758.83333,212994.0,0.4154
14911,2021,All,New Jersey,All,All,Male,All,All,All,378252.0,388759.0,139746.0,0.3695
14912,2021,All,New Jersey,All,American Indian/Alaska Native,All,All,All,All,300.0,303.41666667,142.0,0.4733
14913,2021,All,New Jersey,All,Asian/Pacific Islander,All,All,All,All,42239.0,44798.5,16992.0,0.4023
14914,2021,All,New Jersey,All,Black/African American,All,All,All,All,71140.0,73123.666667,27895.0,0.3921
14915,2021,All,New Jersey,All,Hispanic,All,All,All,All,64296.0,67137.333333,25509.0,0.3967
14916,2021,All,New Jersey,All,Non-Hispanic White,All,All,All,All,681423.0,686312.91667,270089.0,0.3964
14917,2021,All,New Jersey,Medicare & Medicaid,All,All,All,All,All,137085.0,131702.33333,64363.0,0.4695
14918,2021,All,New Jersey,Medicare Only,All,All,All,All,All,753895.0,772815.5,288377.0,0.3825
14995,2022,All,New Jersey,All,All,All,All,All,All,874383.0,884846.25,320374.0,0.3664
14996,2022,All,New Jersey,All,All,All,All,All,Rural,9805.0,10054.833333,3380.0,0.3447
14997,2022,All,New Jersey,All,All,All,All,All,Urban,863284.0,873447.25,316703.0,0.3669
14998,2022,0-64,New Jersey,All,All,All,All,0-64,All,81781.0,83565.583333,40511.0,0.4954
14999,2022,65-74,New Jersey,All,All,All,All,65-74,All,390046.0,398553.5,136678.0,0.3504
15000,2022,75-84,New Jersey,All,All,All,All,75-84,All,273298.0,277430.41667,99087.0,0.3626
15001,2022,85 and over,New Jersey,All,All,All,All,85 and over,All,129258.0,125296.75,44098.0,0.3412
15002,2022,All,New Jersey,All,All,All,Aged,All,All,786220.0,795827.16667,277172.0,0.3525
15003,2022,All,New Jersey,All,All,All,Disabled,All,All,77696.0,80025.5,38870.0,0.5003
15004,2022,All,New Jersey,All,All,All,ESRD,All,All,10467.0,8993.5833333,4332.0,0.4139
15005,2022,All,New Jersey,All,All,Female,All,All,All,502965.0,504458.41667,194557.0,0.3868
15006,2022,All,New Jersey,All,All,Male,All,All,All,371418.0,380387.83333,125817.0,0.3387
15007,2022,All,New Jersey,All,American Indian/Alaska Native,All,All,All,All,286.0,292.58333333,119.0,0.4161
15008,2022,All,New Jersey,All,Asian/Pacific Islander,All,All,All,All,42494.0,44860.666667,15597.0,0.367
15009,2022,All,New Jersey,All,Black/African American,All,All,All,All,66229.0,67593.583333,22913.0,0.346
15010,2022,All,New Jersey,All,Hispanic,All,All,All,All,61175.0,63864.0,22055.0,0.3605
15011,2022,All,New Jersey,All,Non-Hispanic White,All,All,All,All,671646.0,674542.33333,247917.0,0.3691
15012,2022,All,New Jersey,Medicare & Medicaid,All,All,All,All,All,135640.0,129824.25,57048.0,0.4206
15013,2022,All,New Jersey,Medicare Only,All,All,All,All,All,738743.0,755022.0,263326.0,0.3565
15090,2023,All,New Jersey,All,All,All,All,All,All,862415.0,873281.41667,257651.0,0.2988
15091,2023,All,New Jersey,All,All,All,All,All,Rural,9496.0,9720.9166667,2437.0,0.2566
15092,2023,All,New Jersey,All,All,All,All,All,Urban,851599.0,862145.58333,254880.0,0.2993
15093,2023,0-64,New Jersey,All,All,All,All,0-64,All,74301.0,75597.0,31322.0,0.4216
15094,2023,65-74,New Jersey,All,All,All,All,65-74,All,385796.0,394273.16667,109287.0,0.2833
15095,2023,75-84,New Jersey,All,All,All,All,75-84,All,275545.0,280205.83333,80750.0,0.2931
15096,2023,85 and over,New Jersey,All,All,All,All,85 and over,All,126773.0,123205.41667,36292.0,0.2863
15097,2023,All,New Jersey,All,All,All,Aged,All,All,781985.0,792407.33333,223989.0,0.2864
15098,2023,All,New Jersey,All,All,All,Disabled,All,All,70538.0,72362.583333,30040.0,0.4259
15099,2023,All,New Jersey,All,All,All,ESRD,All,All,9892.0,8511.5,3622.0,0.3662
15100,2023,All,New Jersey,All,All,Female,All,All,All,495223.0,496718.83333,157750.0,0.3185
15101,2023,All,New Jersey,All,All,Male,All,All,All,367192.0,376562.58333,99901.0,0.2721
15102,2023,All,New Jersey,All,American Indian/Alaska Native,All,All,All,All,262.0,280.25,90.0,0.3435
15103,2023,All,New Jersey,All,Asian/Pacific Islander,All,All,All,All,42539.0,45101.583333,13088.0,0.3077
15104,2023,All,New Jersey,All,Black/African American,All,All,All,All,62788.0,63936.916667,18083.0,0.288
15105,2023,All,New Jersey,All,Hispanic,All,All,All,All,58985.0,61744.0,16926.0,0.287
15106,2023,All,New Jersey,All,Non-Hispanic White,All,All,All,All,662312.0,665735.16667,199034.0,0.3005
15107,2023,All,New Jersey,Medicare & Medicaid,All,All,All,All,All,130659.0,125596.25,47392.0,0.3627
15108,2023,All,New Jersey,Medicare Only,All,All,All,All,All,731756.0,747685.16667,210259.0,0.2873
15223,2020,All,New Mexico,All,All,All,All,All,All,208690.0,226952.83333,113745.0,0.545
15224,2020,All,New Mexico,All,All,All,All,All,Rural,88780.0,96272.0,43432.0,0.4892
15225,2020,All,New Mexico,All,All,All,All,All,Urban,119265.0,129972.0,69992.0,0.5869
15226,2020,0-64,New Mexico,All,All,All,All,0-64,All,29059.0,31288.166667,17871.0,0.615
15227,2020,65-74,New Mexico,All,All,All,All,65-74,All,101428.0,113341.66667,53437.0,0.5268
15228,2020,75-84,New Mexico,All,All,All,All,75-84,All,55465.0,59075.0,30480.0,0.5495
15229,2020,85 and over,New Mexico,All,All,All,All,85 and over,All,22738.0,23248.0,11957.0,0.5259
15230,2020,All,New Mexico,All,All,All,Aged,All,All,178151.0,194328.75,94911.0,0.5328
15231,2020,All,New Mexico,All,All,All,Disabled,All,All,27254.0,29651.083333,16718.0,0.6134
15232,2020,All,New Mexico,All,All,All,ESRD,All,All,3285.0,2973.0,2116.0,0.6441
15233,2020,All,New Mexico,All,All,Female,All,All,All,115074.0,119950.08333,65848.0,0.5722
15234,2020,All,New Mexico,All,All,Male,All,All,All,93616.0,107002.75,47897.0,0.5116
15235,2020,All,New Mexico,All,American Indian/Alaska Native,All,All,All,All,15166.0,15742.0,8602.0,0.5672
15236,2020,All,New Mexico,All,Asian/Pacific Islander,All,All,All,All,1749.0,1962.5833333,968.0,0.5535
15237,2020,All,New Mexico,All,Black/African American,All,All,All,All,3145.0,3585.6666667,1707.0,0.5428
15238,2020,All,New Mexico,All,Hispanic,All,All,All,All,56613.0,62644.833333,31071.0,0.5488
15239,2020,All,New Mexico,All,Non-Hispanic White,All,All,All,All,126947.0,137498.33333,68660.0,0.5409
15240,2020,All,New Mexico,Medicare & Medicaid,All,All,All,All,All,49315.0,50918.416667,28595.0,0.5798
15241,2020,All,New Mexico,Medicare Only,All,All,All,All,All,159375.0,176034.41667,85150.0,0.5343
15318,2021,All,New Mexico,All,All,All,All,All,All,204457.0,217581.66667,86331.0,0.4222
15319,2021,All,New Mexico,All,All,All,All,All,Rural,84617.0,89635.75,32195.0,0.3805
15320,2021,All,New Mexico,All,All,All,All,All,Urban,119262.0,127317.83333,53925.0,0.4522
15321,2021,0-64,New Mexico,All,All,All,All,0-64,All,26507.0,27862.166667,14250.0,0.5376
15322,2021,65-74,New Mexico,All,All,All,All,65-74,All,99911.0,108532.0,39966.0,0.4
15323,2021,75-84,New Mexico,All,All,All,All,75-84,All,56026.0,58922.5,23301.0,0.4159
15324,2021,85 and over,New Mexico,All,All,All,All,85 and over,All,22013.0,22265.0,8814.0,0.4004
15325,2021,All,New Mexico,All,All,All,Aged,All,All,176570.0,188515.91667,71341.0,0.404
15326,2021,All,New Mexico,All,All,All,Disabled,All,All,24871.0,26474.166667,13401.0,0.5388
15327,2021,All,New Mexico,All,All,All,ESRD,All,All,3016.0,2591.5833333,1589.0,0.5269
15328,2021,All,New Mexico,All,All,Female,All,All,All,112925.0,115516.58333,50753.0,0.4494
15329,2021,All,New Mexico,All,All,Male,All,All,All,91532.0,102065.08333,35578.0,0.3887
15330,2021,All,New Mexico,All,American Indian/Alaska Native,All,All,All,All,14239.0,14350.333333,6219.0,0.4368
15331,2021,All,New Mexico,All,Asian/Pacific Islander,All,All,All,All,1797.0,1978.4166667,714.0,0.3973
